detector_type,rule_id,category,pattern,matched_phrase,expected_term,severity,confidence,retrieved_papers,source
tortured_phrase,TP-00200,tortured_phrase,"""prophetic model""",prophetic model,predictive model,medium,0.87,1197,🤷_tortured.csv
tortured_phrase,TP-00201,tortured_phrase,"""component map"" AND ""CNN""",component map,feature map,medium,0.87,1196,🤷_tortured.csv
tortured_phrase,TP-00202,tortured_phrase,"""Environmentally friendly power source""",Environmentally friendly power source,renewable energy source (RES),medium,0.87,1176,🤷_tortured.csv
tortured_phrase,TP-00203,tortured_phrase,"""computerized reasoning""",computerized reasoning,artificial intelligence,medium,0.87,1175,🤷_tortured.csv
tortured_phrase,TP-00204,tortured_phrase,"""face acknowledgement""",face acknowledgement,face recognition,medium,0.87,1175,🤷_tortured.csv
tortured_phrase,TP-00205,tortured_phrase,"""characterization relapse""~5",characterization relapse,classification and regression,medium,0.87,1168,🤷_tortured.csv
tortured_phrase,TP-00206,tortured_phrase,"""malignancy finding""",malignancy finding,tumor detection,medium,0.87,1148,🤷_tortured.csv
tortured_phrase,TP-00207,tortured_phrase,"""study database"" AND ""training dataset""",study database,training dataset,medium,0.87,1147,🤷_tortured.csv
tortured_phrase,TP-00208,tortured_phrase,"""watch word""",watch word,key word,medium,0.87,1127,🤷_tortured.csv
tortured_phrase,TP-00209,tortured_phrase,"""jungle fever""",jungle fever,malaria,medium,0.87,1120,🤷_tortured.csv
tortured_phrase,TP-00210,tortured_phrase,"""region under the curve""",region under the curve,area under the curve (AUC),medium,0.87,1119,🤷_tortured.csv
tortured_phrase,TP-00211,tortured_phrase,"""secret layer""",secret layer,hidden layer,medium,0.87,1104,🤷_tortured.csv
tortured_phrase,TP-00212,tortured_phrase,"""resistant framework""",resistant framework,immune system,medium,0.87,1100,🤷_tortured.csv
tortured_phrase,TP-00213,tortured_phrase,"""text arrangement""",text arrangement,text classification,medium,0.87,1095,🤷_tortured.csv
tortured_phrase,TP-00214,tortured_phrase,"""optical stream""",optical stream,optical flow,medium,0.87,1089,🤷_tortured.csv
tortured_phrase,TP-00215,tortured_phrase,"""deep mastering""",deep mastering,deep learning (DL),medium,0.87,1084,🤷_tortured.csv
tortured_phrase,TP-00216,tortured_phrase,"""whitening equation""",whitening equation,bleaching kinetic,medium,0.87,1069,🤷_tortured.csv
tortured_phrase,TP-00217,tortured_phrase,"""Fourier change""",Fourier change,Fourier transform,medium,0.87,1060,🤷_tortured.csv
tortured_phrase,TP-00218,tortured_phrase,"""computer-based intelligence""",computer-based intelligence,"artificial intelligence (or possibly \""machine learning\"")",medium,0.87,1055,🤷_tortured.csv
tortured_phrase,TP-00219,tortured_phrase,"""recurring neural network""",recurring neural network,recurrent neural network,medium,0.87,1051,🤷_tortured.csv
tortured_phrase,TP-00220,tortured_phrase,"""phishing assault""",phishing assault,phishing attack,medium,0.87,1046,🤷_tortured.csv
tortured_phrase,TP-00221,tortured_phrase,"""supply route"" AND artery",supply route,artery,medium,0.87,1043,🤷_tortured.csv
tortured_phrase,TP-00222,tortured_phrase,"""coronary conduit""",coronary conduit,coronary artery,medium,0.87,1039,🤷_tortured.csv
tortured_phrase,TP-00223,tortured_phrase,"""machine learning calculations"" AND ""machine learning algorithms""",machine learning calculations,machine learning algorithms,medium,0.87,1033,🤷_tortured.csv
tortured_phrase,TP-00224,tortured_phrase,"""carbon discharge"" AND ""carbon emission""",carbon discharge,carbon emission,medium,0.87,1031,🤷_tortured.csv
tortured_phrase,TP-00225,tortured_phrase,"""natural corruption""",natural corruption,environmental degradation,medium,0.87,1030,🤷_tortured.csv
tortured_phrase,TP-00226,tortured_phrase,"""content arrangement"" AND ""classification""",content arrangement,content classification,medium,0.87,1026,🤷_tortured.csv
tortured_phrase,TP-00227,tortured_phrase,"""picture preparing""",picture preparing,image processing,medium,0.87,1022,🤷_tortured.csv
tortured_phrase,TP-00228,tortured_phrase,"""voice highlights""",voice highlights,acoustic features,medium,0.87,1017,🤷_tortured.csv
tortured_phrase,TP-00229,tortured_phrase,"""discourse signal""",discourse signal,speech signal,medium,0.87,1016,🤷_tortured.csv
tortured_phrase,TP-00230,tortured_phrase,"""tremendous data"" AND ""big data""",tremendous data,big data,medium,0.87,1013,🤷_tortured.csv
tortured_phrase,TP-00231,tortured_phrase,"""backward probability"" NOT ""Markov""",backward probability,posterior probability,medium,0.87,1007,🤷_tortured.csv
tortured_phrase,TP-00232,tortured_phrase,"""receiving wire""",receiving wire,antenna,medium,0.87,1003,🤷_tortured.csv
tortured_phrase,TP-00233,tortured_phrase,"""discourse acknowledgment""",discourse acknowledgment,voice recognition,medium,0.87,1000,🤷_tortured.csv
tortured_phrase,TP-00234,tortured_phrase,"""buried layer"" AND ""hidden layer""",buried layer,hidden layer,medium,0.87,998,🤷_tortured.csv
tortured_phrase,TP-00235,tortured_phrase,"""area unit"" AND ""square measure""",area unit,"The word ‘are’ as in the conjugated verb ‘be’, see https://pubpeer.com/publications/57C388D664E1F25E918F2D2CE623D5#2",medium,0.87,991,🤷_tortured.csv
tortured_phrase,TP-00236,tortured_phrase,"""completely created""",completely created,fully developed,medium,0.87,990,🤷_tortured.csv
tortured_phrase,TP-00237,tortured_phrase,"""vigorous vitality""",vigorous vitality,robust growth,medium,0.87,983,🤷_tortured.csv
tortured_phrase,TP-00238,tortured_phrase,"""pre-prepared"" AND ""pre-trained""",pre-prepared,pre-trained,medium,0.87,974,🤷_tortured.csv
tortured_phrase,TP-00239,tortured_phrase,"""persistent speech""",persistent speech,continuous speech,medium,0.87,968,🤷_tortured.csv
tortured_phrase,TP-00240,tortured_phrase,"""acknowledgment framework""",acknowledgment framework,recognition system,medium,0.87,967,🤷_tortured.csv
tortured_phrase,TP-00241,tortured_phrase,"""down-examining""",down-examining,downsampling,medium,0.87,966,🤷_tortured.csv
tortured_phrase,TP-00242,tortured_phrase,"""profound layers""",profound layers,deep layers,medium,0.87,966,🤷_tortured.csv
tortured_phrase,TP-00243,tortured_phrase,"""information stockpiling""",information stockpiling,data storage,medium,0.87,954,🤷_tortured.csv
tortured_phrase,TP-00244,tortured_phrase,"""intermediate commodities""",intermediate commodities,intermediate goods,medium,0.87,954,🤷_tortured.csv
tortured_phrase,TP-00245,tortured_phrase,"""elderly folks""",elderly folks,older adults,medium,0.87,950,🤷_tortured.csv
tortured_phrase,TP-00246,tortured_phrase,"""conditional design""",conditional design,predicted structure,medium,0.87,950,🤷_tortured.csv
tortured_phrase,TP-00247,tortured_phrase,"""kicked the bucket""",kicked the bucket,died,medium,0.87,946,🤷_tortured.csv
tortured_phrase,TP-00248,tortured_phrase,"""convolutional neural system""",convolutional neural system,convolutional neural network (CNN),medium,0.87,945,🤷_tortured.csv
tortured_phrase,TP-00249,tortured_phrase,"""big information"" AND ""big data""",big information,big data,medium,0.87,943,🤷_tortured.csv
tortured_phrase,TP-00250,tortured_phrase,"""nanofluid stream""",nanofluid stream,nanofluid flow,medium,0.87,942,🤷_tortured.csv
tortured_phrase,TP-00251,tortured_phrase,"""yield layer"" AND neural",yield layer,output layer,medium,0.87,938,🤷_tortured.csv
tortured_phrase,TP-00252,tortured_phrase,"""colossal data"" AND ""big data""",colossal data,big data,medium,0.87,937,🤷_tortured.csv
tortured_phrase,TP-00253,tortured_phrase,"""get right of entry to""",get right of entry to,access,medium,0.87,937,🤷_tortured.csv
tortured_phrase,TP-00254,tortured_phrase,"""inadequate change""",inadequate change,sparse transformation,medium,0.87,934,🤷_tortured.csv
tortured_phrase,TP-00255,tortured_phrase,"""approval dataset""",approval dataset,validation dataset,medium,0.87,932,🤷_tortured.csv
tortured_phrase,TP-00256,tortured_phrase,"""carbon dioxide discharge""",carbon dioxide discharge,carbon dioxide emission,medium,0.87,930,🤷_tortured.csv
tortured_phrase,TP-00257,tortured_phrase,"""protein crown""",protein crown,protein corona,medium,0.87,921,🤷_tortured.csv
tortured_phrase,TP-00258,tortured_phrase,"""NP-difficult""",NP-difficult,NP-hard,medium,0.87,918,🤷_tortured.csv
tortured_phrase,TP-00259,tortured_phrase,"""energy proficiency""",energy proficiency,energy efficiency,medium,0.87,913,🤷_tortured.csv
tortured_phrase,TP-00260,tortured_phrase,"""ecological alteration"" AND ""climate change""",ecological alteration,climate change,medium,0.87,910,🤷_tortured.csv
tortured_phrase,TP-00261,tortured_phrase,"""power-law change""",power-law change,power-law transformation,medium,0.87,909,🤷_tortured.csv
tortured_phrase,TP-00262,tortured_phrase,"""attractive separation""",attractive separation,Magnetic separation,medium,0.87,905,🤷_tortured.csv
tortured_phrase,TP-00263,tortured_phrase,"""hereditary calculation""",hereditary calculation,genetic algorithm,medium,0.87,897,🤷_tortured.csv
tortured_phrase,TP-00264,tortured_phrase,"""balance operator""",balance operator,Stabilizing agent,medium,0.87,896,🤷_tortured.csv
tortured_phrase,TP-00265,tortured_phrase,"""prescient model""",prescient model,predictive model,medium,0.87,895,🤷_tortured.csv
tortured_phrase,TP-00266,tortured_phrase,"""Denial of Service assault""",Denial of Service assault,Denial of Service (DoS) attack,medium,0.87,893,🤷_tortured.csv
tortured_phrase,TP-00267,tortured_phrase,"""emotion acknowledgment""",emotion acknowledgment,emotion recognition,medium,0.87,892,🤷_tortured.csv
tortured_phrase,TP-00268,tortured_phrase,"""design acknowledgment"" AND ""pattern recognition""",design acknowledgment,pattern recognition,medium,0.87,889,🤷_tortured.csv
tortured_phrase,TP-00269,tortured_phrase,"""reliant variable""",reliant variable,dependent variable,medium,0.87,888,🤷_tortured.csv
tortured_phrase,TP-00270,tortured_phrase,"""rate focuses""",rate focuses,percentage points,medium,0.87,885,🤷_tortured.csv
tortured_phrase,TP-00271,tortured_phrase,"""energy ingestion""",energy ingestion,energy consumption,medium,0.87,882,🤷_tortured.csv
tortured_phrase,TP-00272,tortured_phrase,"""patient gathering""",patient gathering,patient group,medium,0.87,880,🤷_tortured.csv
tortured_phrase,TP-00274,tortured_phrase,"""smart coordination""",smart coordination,intelligent logistics,medium,0.87,871,🤷_tortured.csv
tortured_phrase,TP-00275,tortured_phrase,"""deep gaining knowledge""",deep gaining knowledge,deep learning,medium,0.87,871,🤷_tortured.csv
tortured_phrase,TP-00276,tortured_phrase,"""fow cytometry""",fow cytometry,Flow Cytometric Analysis,medium,0.87,871,🤷_tortured.csv
tortured_phrase,TP-00277,tortured_phrase,"""imaginative and prescient""",imaginative and prescient,vision,medium,0.87,864,🤷_tortured.csv
tortured_phrase,TP-00278,tortured_phrase,"""digital danger""",digital danger,cyber threat,medium,0.87,861,🤷_tortured.csv
tortured_phrase,TP-00279,tortured_phrase,"""deep getting to know""",deep getting to know,deep learning,medium,0.87,859,🤷_tortured.csv
tortured_phrase,TP-00280,tortured_phrase,"""PC assisted""",PC assisted,Computer aided (e.g. CAD),medium,0.87,859,🤷_tortured.csv
tortured_phrase,TP-00282,tortured_phrase,"""help vectors"" AND ""support vectors""",help vectors,support vectors (in SVM),medium,0.87,855,🤷_tortured.csv
tortured_phrase,TP-00283,tortured_phrase,"""cross-approval""",cross-approval,cross-validation,medium,0.87,853,🤷_tortured.csv
tortured_phrase,TP-00284,tortured_phrase,"""choice boundary""",choice boundary,decision boundary,medium,0.87,851,🤷_tortured.csv
tortured_phrase,TP-00285,tortured_phrase,"""discourse acknowledgement""",discourse acknowledgement,voice recognition,medium,0.87,851,🤷_tortured.csv
tortured_phrase,TP-00287,tortured_phrase,"""exact examination""",exact examination,accurate analysis,medium,0.87,848,🤷_tortured.csv
tortured_phrase,TP-00288,tortured_phrase,"""CO2 emanation""",CO2 emanation,CO2 emission,medium,0.87,848,🤷_tortured.csv
tortured_phrase,TP-00289,tortured_phrase,"""bogus news"" AND ""fake news""",bogus news,fake news,medium,0.87,842,🤷_tortured.csv
tortured_phrase,TP-00290,tortured_phrase,"""genuine negative"" AND ""true negative""",genuine negative,true negative,medium,0.87,841,🤷_tortured.csv
tortured_phrase,TP-00291,tortured_phrase,"""green item"" AND ""green product""",green item,green product,medium,0.87,825,🤷_tortured.csv
tortured_phrase,TP-00292,tortured_phrase,"""actuation capacities""",actuation capacities,activation functions,medium,0.87,821,🤷_tortured.csv
tortured_phrase,TP-00293,tortured_phrase,"""poisonous impacts""",poisonous impacts,toxic effects,medium,0.87,821,🤷_tortured.csv
tortured_phrase,TP-00294,tortured_phrase,"""enhancement calculation"" AND optimiz*",enhancement calculation,optimization algorithm,medium,0.87,818,🤷_tortured.csv
tortured_phrase,TP-00295,tortured_phrase,"""conveyance framework""",conveyance framework,delivery strategy/system,medium,0.87,816,🤷_tortured.csv
tortured_phrase,TP-00296,tortured_phrase,"""intrusive strategy""",intrusive strategy,invasive method,medium,0.87,816,🤷_tortured.csv
tortured_phrase,TP-00297,tortured_phrase,"""counterfeit news""",counterfeit news,fake news,medium,0.87,808,🤷_tortured.csv
tortured_phrase,TP-00298,tortured_phrase,"""schooling information""",schooling information,training data,medium,0.87,808,🤷_tortured.csv
tortured_phrase,TP-00299,tortured_phrase,"""preparing design""",preparing design,training sample,medium,0.87,803,🤷_tortured.csv
tortured_phrase,TP-00300,tortured_phrase,"""lengthy-term"" AND ""long-term""",lengthy-term,long-term,medium,0.87,797,🤷_tortured.csv
tortured_phrase,TP-00301,tortured_phrase,"""misleading negative""",misleading negative,False Negative (FN),medium,0.87,796,🤷_tortured.csv
tortured_phrase,TP-00302,tortured_phrase,"""preparing dataset"" AND ""training dataset""",preparing dataset,training dataset,medium,0.87,793,🤷_tortured.csv
tortured_phrase,TP-00303,tortured_phrase,"""result layer"" AND ""output layer""",result layer,output layer (in a neural network),medium,0.87,790,🤷_tortured.csv
tortured_phrase,TP-00304,tortured_phrase,"""working framework"" AND ""operating system""",working framework,operating system,medium,0.87,789,🤷_tortured.csv
tortured_phrase,TP-00305,tortured_phrase,"""help vector machine""",help vector machine,support vector machine (SVM),medium,0.87,789,🤷_tortured.csv
tortured_phrase,TP-00306,tortured_phrase,"""slope drop"" AND ""gradient""",slope drop,gradient descent,medium,0.87,781,🤷_tortured.csv
tortured_phrase,TP-00307,tortured_phrase,"""issue acknowledgment"" AND ""fault""",issue acknowledgment,fault analysis/diagnosis,medium,0.87,780,🤷_tortured.csv
tortured_phrase,TP-00308,tortured_phrase,"""selection tree"" AND ""decision tree""",selection tree,decision tree,medium,0.87,774,🤷_tortured.csv
tortured_phrase,TP-00309,tortured_phrase,"""bunching clustering""~20",bunching clustering,clustering,medium,0.87,774,🤷_tortured.csv
