pair_id,abstract_id_a,abstract_id_b,pair_class,reviewed_verdict,review_confidence,recommended_pair_class,review_group,review_basis,review_rationale,primary_evidence,legitimate_study_context,suspicious_family,reviewer_notes,source_a,source_b
G107,32219,33027,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts align in study aim, the same CCK-8/flow-cytometry/migration/invasion workflow, loss-of-function phenotype, and lncRNA→miRNA→target ceRNA mechanism across unrelated cancers. That multi-section sequence supports probable template reuse.","Furthermore, we explored the impacts of ASB16-AS1 on the malignant phenotype of OS cells in vitro and in vivo as well as the underlying mechanism. | Reduced ASB16-AS1 expression inhibited OS cell proliferation, migration, and invasion; promoted cell apoptosis; and impaired tumor growth in vivo. | We also assessed the effects of LINC01224 knockdown on the malignant phenotype of EOC cells both in vitro and in vivo. | LINC01224 depletion in EOC cells suppressed cell proliferation, migration, and invasion and facilitated cell apoptosis in vitro.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G108,32583,32985,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Both are lncRNA ceRNA papers and naturally share overexpression, qPCR, phenotype and target-validation language, but no unusually specific reused section is present.","DLGAP1-AS1 was overexpressed in GC tissue samples and cell lines. | Mechanistically, DLGAP1-AS1 functioned as a competing endogenous RNA for microRNA-628-5p (miR-628-5p) in GC cells, thereby increasing the expression of the miR-628-5p target astrocyte elevated gene 1 (AEG-1). | LINC00491 was overexpressed in both NSCLC tissues and cell lines. | Mechanistically, LINC00491 functioned as a competing endogenous RNA by sponging microRNA-324-5p (miR-324-5p) in NSCLC cells.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G109,32583,33036,Possible template reuse,Probable template reuse,High,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Beyond generic phenotype wording, the phase0 Methods repeat a long assay sequence including “Cell Counting Kit-8 assay, flow-cytometric analysis, transwell migration and invasion assays …”; this is a concrete template-reuse signal.","The knockdown of DLGAP1-AS1 suppressed GC cell proliferation, migration, and invasion in vitro, as well as promoted cell apoptosis and hindered tumor growth in vivo. | DLGAP1-AS1 was overexpressed in GC tissue samples and cell lines. | Forced upregulation of miR-769 suppressed PDAC cell proliferation, migration, and invasion in vitro; promoted apoptosis in vitro; and hindered tumor growth in vivo. | We found that miR-769 was significantly underexpressed in PDAC tissues and cell lines.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G110,32583,33037,Possible template reuse,Probable template reuse,High,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 Methods share the same ordered CCK-8 → flow-cytometry → Transwell assay wording. That supports template reuse, but the papers are not a related/derivative duplicate: disease, molecule and target are different.","The knockdown of DLGAP1-AS1 suppressed GC cell proliferation, migration, and invasion in vitro, as well as promoted cell apoptosis and hindered tumor growth in vivo. | DLGAP1-AS1 expression in GC tissue samples and cell lines was determined by reverse-transcription quantitative PCR. | Exogenous miR-618 expression significantly suppressed OS cell proliferation, migration, and invasion and induced apoptosis in vitro as well as slowed tumor growth in vivo. | The expression status of miR-618 in OS was analyzed by reverse-transcription quantitative PCR.",,yes,"Detector: rare_exact_phrase; confidence: Medium; audit: Wrong subtype: reuse supported, related-duplicate claim not supported.",,
G111,32583,33485,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,The strongest overlap is routine expression/qPCR/direct-target/phenotype wording; the regulatory architectures differ and no distinctive long passage repeats.,"The knockdown of DLGAP1-AS1 suppressed GC cell proliferation, migration, and invasion in vitro, as well as promoted cell apoptosis and hindered tumor growth in vivo. | DLGAP1-AS1 was overexpressed in GC tissue samples and cell lines. | Ectopic miR-675 expression suppressed PTC cell proliferation, migration, and invasion in vitro and hindered tumor growth in vivo. | miR-675 expression was decreased in PTC tissues and cell lines.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G112,32583,33488,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,The abstracts share the standard lncRNA-ceRNA paper sequence but not a distinctive phrase or unusually specific section.,"DLGAP1-AS1 was overexpressed in GC tissue samples and cell lines. | The knockdown of DLGAP1-AS1 suppressed GC cell proliferation, migration, and invasion in vitro, as well as promoted cell apoptosis and hindered tumor growth in vivo. | LINC00922 was clearly overexpressed in breast cancer tissues and cell lines. | LINC00922 depletion restricted breast cancer cell proliferation, migration, and invasion but induced cell apoptosis in vitro.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G113,32583,46070,Possible template reuse,Confirmed template reuse,High,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Strong Methods-level reuse: both phase0 abstracts describe proliferation, apoptosis, migration, invasion and xenograft growth in almost the same ordered sentence, alongside the same lncRNA-ceRNA/rescue architecture across different diseases.","DLGAP1-AS1 was overexpressed in GC tissue samples and cell lines. | The knockdown of DLGAP1-AS1 suppressed GC cell proliferation, migration, and invasion in vitro, as well as promoted cell apoptosis and hindered tumor growth in vivo. | CCDC144NL-AS1 expression was upregulated in OS tissues and cell lines. | Functionally, interference in CCDC144NL-AS1 expression led to a notable decrease in the proliferation, migration, and invasion of OS cells and an increase in cell apoptosis in vitro.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Undercall: should be Confirmed.,,
G114,32588,32888,Possible template reuse,Probable template reuse,High,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Multiple sections align beyond titles: mechanism investigation, direct-target validation, qPCR and phenotype sequence are closely parallel despite different RNAs/targets/diseases.","Notably, the mechanisms underlying the tumor-suppressive activity of miR-628 in gastric cancer cells were explored by bioinformatics analysis, a luciferase reporter assay, RT-qPCR, and Western blotting. | Overexpressed miR-628 restrained proliferation, migration, and invasion; induced apoptosis; and impaired tumor growth of gastric cancer cells. | Notably, the mechanisms underlying the action of miR-761 in the pathogenesis of OS were investigated using bioinformatic analysis, luciferase reporter assay, RT-qPCR and Western blotting. | Restoring the miR-761 expression level decreased OS cell proliferation, migration, and invasion in vitro; promoted cell apoptosis in vitro; and impaired tumor growth in vivo.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G115,32588,33485,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 texts align in low miRNA expression, RT-qPCR measurement, lymph-node/stage clinical association, direct-target identification, and the same tumor-suppressor study architecture. This is enough for probable reuse, although the wording remains partly standardized.","MiR-628 expression was low in gastric cancer tissue samples and cell lines. | Overexpressed miR-628 restrained proliferation, migration, and invasion; induced apoptosis; and impaired tumor growth of gastric cancer cells. | miR-675 expression was decreased in PTC tissues and cell lines. | Ectopic miR-675 expression suppressed PTC cell proliferation, migration, and invasion in vitro and hindered tumor growth in vivo.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G116,32650,32823,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts repeat the “mechanisms underlying the action … were explored” framing, a closely parallel proliferation/apoptosis/migration/invasion assay sentence, miRNA dysregulation introduction, and low-expression result across unrelated cancers. The combined sequence supports probable reuse.","The molecular mechanisms underlying the action of miR-641 in cervical cancer cells were also explored. | The influence of miR-641 upregulation in cervical cancer cell proliferation, apoptosis, migration and invasion was evaluated using CCK-8 assay, flow cytometry assay, migration and invasion assays, respectively. | Notably, the possible mechanisms underlying the action of miR-769 in CRC cells were explored. | The influence of miR-769 overexpression in CRC cell migration and invasion was evaluated through migration and invasion assays.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G117,32650,32888,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 texts share RT-qPCR expression, “roles remain unclear,” and stage/metastasis language typical of miRNA cancer papers, but no distinctive multi-sentence Methods/Results section or target/rescue sequence is repeated. This is genre-level similarity only.","In this study, the expression level of miR-641 in cervical cancer tissues and cell lines was detected using RT-qPCR. | We found that miR-641 expression was obviously decreased in cervical cancer tissues and cell lines, which strongly correlated with the International Federation of Gynecology and Obstetrics stage and lymph node metastasis. | The expression of miR-761 in OS tissues and cell lines was analyzed using RT-qPCR. | The results showed that miR-761 expression was decreased in OS tissues and cell lines and is closely correlated with clinical stage and distant metastasis in OS patients.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
